,Race Number,Track Surface,Inner/Outer Track,Racecourse Condition,Prize Pool,No. of Contestants,Track No.,Gender,Age,Weight,Net Weight,Weight Change,Popularity,Odds,Trainer,Grade,Time Residual,Date,Time,Name
25216,10,grass,right,average,0.0,12,9,female/mare,4,55.0,468.0,-6.0,6,18.7,菊川 正達,B,1.7999999999999972,2013-06-30,69.5,バルスピュール
26789,7,dirt,left,somewhat heavy,72.0,16,9,male/stallion,3,52.0,472.0,0.0,5,17.0,音無 秀孝,B,3.299999999999997,2013-07-13,72.1,バルトロメオ
15639,1,dirt,right,somewhat heavy,125.0,16,4,male/stallion,3,56.0,478.0,-6.0,2,4.6,音無 秀孝,B,-1.0,2013-04-21,72.6,バルトロメオ
23444,12,dirt,right,heavy,108.0,16,15,male/stallion,3,52.0,472.0,0.0,8,19.9,音無 秀孝,C,0.09999999999999432,2013-06-16,71.4,バルトロメオ
19156,2,dirt,left,average,500.0,15,2,male/stallion,3,56.0,472.0,-6.0,1,2.0,音無 秀孝,B,2.9000000000000057,2013-05-18,73.2,バルトロメオ
4050,1,dirt,left,average,0.0,16,2,male/stallion,3,56.0,492.0,0.0,6,12.4,森 秀行,C,-0.9000000000000057,2013-02-02,75.0,バルバドスブルー
23316,3,dirt,right,bad,0.0,16,16,male/stallion,3,56.0,492.0,0.0,5,11.0,森 秀行,C,-0.29999999999999716,2013-06-16,72.5,バルバドスブルー
10028,2,dirt,right,average,0.0,16,5,female/mare,3,54.0,418.0,-6.0,15,628.0,畠山 重則,C,-1.0999999999999943,2013-03-16,75.0,バンテアイスレイ
8029,7,dirt,right,heavy,0.0,12,4,female/mare,3,54.0,424.0,-4.0,12,465.8,畠山 重則,C,2.700000000000003,2013-03-02,74.2,バンテアイスレイ
32740,1,grass,right,heavy,0.0,18,6,male/stallion,2,51.0,442.0,-4.0,14,146.8,岩元 市三,C,0.20000000000000284,2013-08-24,72.2,バンブーカッサーノ
31223,1,grass,right,average,0.0,13,12,male/stallion,2,51.0,446.0,-2.0,7,31.7,岩元 市三,B,1.0,2013-08-11,70.8,バンブーカッサーノ
28209,1,dirt,left,average,0.0,16,5,male/stallion,2,54.0,448.0,-2.0,7,41.1,岩元 市三,C,0.0,2013-07-21,75.4,バンブーカッサーノ
22786,1,grass,right,average,0.0,6,4,male/stallion,2,54.0,450.0,-4.0,4,16.3,岩元 市三,C,0.7999999999999972,2013-06-15,71.0,バンブーカッサーノ
35199,4,dirt,right,average,0.0,16,8,male/stallion,3,56.0,416.0,-4.0,15,297.8,鹿戸 雄一,C,-1.0,2013-09-14,74.3,バーソロミューピサ
29044,3,dirt,left,somewhat heavy,0.0,15,14,male/stallion,3,54.0,420.0,0.0,14,318.0,鹿戸 雄一,B,-1.1000000000000085,2013-07-28,74.8,バーソロミューピサ
4675,11,grass,left,average,0.0,14,5,female/mare,4,53.0,426.0,-10.0,9,28.2,手塚 貴久,B,-1.5999999999999943,2013-02-03,70.8,バートラムガーデン
24564,11,grass,right,average,174.0,14,5,female/mare,4,54.0,454.0,-12.0,8,15.1,手塚 貴久,B,-0.4000000000000057,2013-06-29,68.6,バートラムガーデン
27512,11,grass,right,average,0.0,15,3,female/mare,4,55.0,452.0,-2.0,8,22.2,手塚 貴久,B,-2.799999999999997,2013-07-20,69.9,バートラムガーデン
7058,10,grass,right,average,0.0,16,13,female/mare,4,53.0,432.0,6.0,8,22.2,手塚 貴久,C,-0.30000000000001137,2013-02-23,68.7,バートラムガーデン
2834,10,grass,right,average,0.0,15,10,female/mare,4,54.0,436.0,-10.0,10,32.8,手塚 貴久,B,0.0,2013-01-21,69.6,バートラムガーデン
2782,6,grass,right,average,0.0,16,5,female/mare,3,54.0,434.0,0.0,4,7.5,堀井 雅広,B,-1.0999999999999943,2013-01-21,70.0,バーニングハート
29666,12,grass,left,average,180.0,18,1,female/mare,3,52.0,434.0,0.0,4,9.6,堀井 雅広,B,-0.5,2013-08-03,69.1,バーニングハート
12448,2,dirt,right,average,0.0,16,2,male/stallion,3,56.0,486.0,8.0,6,24.9,武市 康男,C,-1.0,2013-03-31,74.4,バーニーズ
18651,3,dirt,left,somewhat heavy,75.0,15,11,male/stallion,3,56.0,472.0,0.0,3,8.0,武市 康男,B,1.2000000000000028,2013-05-12,73.2,バーニーズ
4046,1,dirt,left,average,50.0,16,7,male/stallion,3,56.0,482.0,2.0,5,11.9,武市 康男,B,-0.20000000000000284,2013-02-02,74.0,バーニーズ
32362,11,grass,right,average,950.0,15,14,female/mare,4,53.0,440.0,0.0,2,5.8,小崎 憲,B,0.20000000000000284,2013-08-18,66.9,バーバラ
25401,11,grass,left,average,380.0,14,1,female/mare,4,53.0,436.0,12.0,4,5.8,小崎 憲,B,2.200000000000003,2013-06-30,68.6,バーバラ
29340,11,grass,right,average,1740.0,10,9,female/mare,4,55.0,440.0,4.0,1,1.8,小崎 憲,B,0.29999999999999716,2013-07-28,66.9,バーバラ
27380,1,grass,right,average,0.0,9,4,female/mare,2,54.0,428.0,0.0,7,79.8,蛯名 利弘,C,-0.4000000000000057,2013-07-20,72.7,パイストロピカル
31547,1,dirt,left,average,0.0,15,15,female/mare,2,51.0,432.0,4.0,13,163.5,蛯名 利弘,D,-0.5999999999999943,2013-08-17,74.8,パイストロピカル
7919,12,grass,right,average,0.0,18,15,female/mare,4,52.0,446.0,0.0,13,43.6,鈴木 伸尋,A,0.5,2013-02-24,68.4,パイライトパワー
18235,12,grass,left,somewhat heavy,132.0,16,5,female/mare,5,55.0,482.0,8.0,8,16.7,和田 正一郎,B,1.7000000000000028,2013-05-11,69.4,パシオンルージュ
13483,12,grass,right,bad,132.0,16,11,female/mare,5,55.0,468.0,-12.0,3,9.2,和田 正一郎,C,0.10000000000000853,2013-04-07,71.2,パシオンルージュ
15079,10,grass,right,average,88.0,16,11,female/mare,5,55.0,474.0,6.0,5,13.7,和田 正一郎,B,-0.4000000000000057,2013-04-20,69.8,パシオンルージュ
2308,7,dirt,right,heavy,0.0,16,12,female/mare,5,55.0,480.0,10.0,5,8.5,和田 正一郎,B,-1.7000000000000028,2013-01-20,73.9,パシオンルージュ
25677,9,grass,right,average,247.5,16,9,female/mare,5,55.0,484.0,2.0,5,14.9,和田 正一郎,B,1.0,2013-07-06,69.0,パシオンルージュ
8884,6,grass,right,average,0.0,18,9,female/mare,4,55.0,434.0,2.0,12,36.2,鈴木 孝志,C,0.7000000000000028,2013-03-03,69.9,パスパルトゥー
1588,8,dirt,right,bad,0.0,15,12,female/mare,4,54.0,440.0,2.0,7,16.4,鈴木 孝志,B,-0.10000000000000853,2013-01-14,72.7,パスパルトゥー
35162,2,grass,right,average,0.0,16,15,female/mare,2,54.0,458.0,0.0,1,2.8,手塚 貴久,B,1.6999999999999886,2013-09-14,69.9,パッシオーネラヴィ
22573,9,grass,right,somewhat heavy,0.0,16,16,female/mare,3,52.0,450.0,14.0,12,40.4,高橋 文雅,B,0.7999999999999972,2013-06-15,70.0,パッション
14545,10,grass,right,average,0.0,16,6,female/mare,3,54.0,432.0,-4.0,7,17.7,高橋 文雅,C,-0.9000000000000057,2013-04-14,72.0,パッション
6239,3,grass,right,average,125.0,18,17,female/mare,3,54.0,432.0,-2.0,6,16.8,木村 哲也,C,1.2000000000000028,2013-02-16,69.6,パッシートジビッボ
27919,3,grass,right,average,0.0,16,9,female/mare,3,53.0,440.0,8.0,9,15.8,木村 哲也,B,-1.4000000000000057,2013-07-21,71.7,パッシートジビッボ
33683,6,dirt,left,heavy,0.0,15,12,female/mare,3,54.0,432.0,-8.0,7,19.2,木村 哲也,B,-0.19999999999998863,2013-08-31,74.8,パッシートジビッボ
13942,6,grass,right,average,0.0,16,4,female/mare,3,54.0,438.0,4.0,4,12.1,谷原 義明,C,3.6000000000000085,2013-04-13,70.8,パティキュラリー
5710,3,grass,right,average,75.0,18,3,female/mare,3,54.0,442.0,6.0,5,14.5,谷原 義明,B,-1.2999999999999972,2013-02-10,70.0,パティキュラリー
12445,2,dirt,right,average,50.0,16,7,male/stallion,3,56.0,464.0,-5.0,11,196.7,斎藤 誠,B,0.30000000000001137,2013-03-31,74.0,パトロクロス
35190,4,dirt,right,average,160.0,16,10,male/stallion,3,56.0,458.0,-4.0,3,7.2,斎藤 誠,B,2.0,2013-09-14,72.0,パトロクロス
33673,6,dirt,left,heavy,69.0,15,5,male/stallion,3,54.0,462.0,4.0,8,20.1,斎藤 誠,B,1.2999999999999972,2013-08-31,72.3,パトロクロス
23066,11,grass,right,average,3800.0,16,14,male/stallion,6,58.0,536.0,12.0,6,18.0,鮫島 一歩,B,1.2999999999999972,2013-06-16,68.5,パドトロワ
33044,11,grass,right,somewhat heavy,0.0,16,15,male/stallion,6,57.0,538.0,8.0,3,4.8,鮫島 一歩,B,6.599999999999994,2013-08-25,73.1,パドトロワ
34978,12,dirt,right,average,0.0,16,5,gelding,5,57.0,484.0,-6.0,10,52.0,和田 正一郎,C,4.3999999999999915,2013-09-08,72.6,パライバトルマリン
32648,8,dirt,left,heavy,72.0,15,12,gelding,5,54.0,490.0,-8.0,7,29.4,和田 正一郎,C,0.0,2013-08-24,71.2,パライバトルマリン
28037,1,grass,right,average,0.0,16,10,male/stallion,2,51.0,428.0,12.0,11,163.9,大和田 成,C,0.9000000000000057,2013-07-21,72.5,パンテラネグラ
31884,1,grass,right,somewhat heavy,0.0,11,10,male/stallion,2,54.0,430.0,-2.0,11,196.3,畠山 重則,C,-1.8999999999999915,2013-08-18,76.1,パンテラネグラ
20440,1,dirt,right,average,50.0,16,1,male/stallion,3,56.0,446.0,0.0,5,14.5,増本 豊,B,4.0,2013-05-25,73.6,パープルアイズ
23798,1,dirt,right,bad,0.0,16,5,male/stallion,3,56.0,442.0,-4.0,4,11.9,増本 豊,B,-1.7999999999999972,2013-06-22,72.4,パープルアイズ
13696,2,dirt,right,bad,0.0,16,12,male/stallion,3,54.0,448.0,2.0,3,13.4,増本 豊,C,-0.3999999999999915,2013-04-07,73.2,パープルアイズ
18464,3,dirt,right,average,125.0,16,9,male/stallion,3,56.0,446.0,-2.0,2,3.7,増本 豊,B,0.0,2013-05-11,73.2,パープルアイズ
10002,12,dirt,right,average,0.0,15,7,male/stallion,4,57.0,466.0,-4.0,15,177.5,鈴木 孝志,D,7.099999999999994,2013-03-10,73.9,パープルタイガー
7087,12,grass,right,average,0.0,14,6,male/stallion,4,54.0,470.0,-4.0,13,116.8,鈴木 孝志,C,-2.1999999999999886,2013-02-23,69.2,パープルタイガー
35990,12,dirt,right,somewhat heavy,0.0,16,3,female/mare,3,53.0,450.0,20.0,15,119.1,伊藤 伸一,D,0.0,2013-09-17,74.0,ヒアルロンサン
5211,3,grass,right,average,0.0,18,10,female/mare,3,54.0,426.0,-12.0,14,67.4,伊藤 伸一,C,0.5,2013-02-09,70.1,ヒアルロンサン
34852,3,dirt,right,somewhat heavy,60.0,16,9,female/mare,3,51.0,520.0,-4.0,3,6.8,栗田 博憲,C,-0.5,2013-09-08,73.5,ヒエラポリス
33396,10,grass,right,bad,0.0,18,7,male/stallion,5,54.0,506.0,18.0,14,74.4,谷 潔,B,-3.6000000000000085,2013-08-25,68.6,ヒカリトリトン
17032,11,grass,right,average,0.0,16,1,male/stallion,5,57.0,488.0,-4.0,9,29.2,谷 潔,B,0.09999999999999432,2013-04-29,69.5,ヒカリトリトン
12930,11,grass,right,average,512.0,16,11,male/stallion,5,53.0,492.0,0.0,16,144.8,谷 潔,C,-0.8999999999999915,2013-04-06,68.8,ヒカリトリトン
33670,6,dirt,left,heavy,460.0,15,2,male/stallion,3,56.0,454.0,-2.0,6,14.6,池上 昌弘,C,1.2000000000000028,2013-08-31,71.6,ヒカリマサムネ
11281,6,dirt,left,average,67.0,14,3,male/stallion,4,57.0,482.0,-2.0,2,3.3,勢司 和浩,B,-0.3999999999999915,2013-03-23,73.6,ヒカルソラフネ
1867,2,dirt,left,average,0.0,16,5,male/stallion,4,56.0,488.0,-8.0,1,2.3,勢司 和浩,C,-5.700000000000003,2013-01-19,73.3,ヒカルソラフネ
9798,9,dirt,left,average,167.5,16,4,male/stallion,4,57.0,484.0,-4.0,2,4.0,勢司 和浩,B,1.7000000000000028,2013-03-10,74.0,ヒカルソラフネ
18728,8,dirt,left,somewhat heavy,0.0,15,12,male/stallion,4,57.0,526.0,-12.0,12,61.3,柄崎 孝,C,1.0,2013-05-12,73.2,ヒカルランナー
33391,10,grass,right,bad,0.0,18,11,female/mare,3,51.0,464.0,10.0,12,37.0,佐々木 晶三,B,-2.200000000000003,2013-08-25,68.2,ヒシガーネット
24403,9,grass,right,average,0.0,16,2,female/mare,3,51.0,466.0,12.0,5,8.8,佐々木 晶三,B,-0.7000000000000028,2013-06-23,70.4,ヒシガーネット
27340,10,grass,left,average,0.0,14,2,female/mare,3,52.0,456.0,-10.0,7,19.4,佐々木 晶三,B,0.7000000000000028,2013-07-14,69.7,ヒシガーネット
29846,11,grass,right,average,144.0,10,7,female/mare,3,52.0,454.0,-2.0,5,7.8,佐々木 晶三,C,-1.2000000000000028,2013-08-03,67.3,ヒシガーネット
23451,12,dirt,right,heavy,0.0,16,3,male/stallion,4,57.0,478.0,-6.0,10,50.0,河内 洋,C,-0.10000000000000853,2013-06-16,72.2,ヒシワイルド
1466,12,grass,right,average,0.0,15,7,male/stallion,4,56.0,484.0,4.0,8,25.3,河内 洋,C,0.5999999999999943,2013-01-13,70.1,ヒシワイルド
18731,8,dirt,left,somewhat heavy,0.0,15,14,male/stallion,6,54.0,444.0,0.0,13,114.2,黒岩 陽一,C,-0.30000000000001137,2013-05-12,73.8,ヒダカタイザン
2303,7,dirt,right,heavy,0.0,16,13,female/mare,4,54.0,458.0,-4.0,12,65.4,成島 英春,C,1.6999999999999886,2013-01-20,73.1,ヒヅグータス
10821,7,grass,left,average,0.0,18,11,female/mare,4,55.0,454.0,4.0,18,326.4,成島 英春,C,0.9000000000000057,2013-03-17,70.7,ヒヅグータス
33788,1,grass,right,bad,0.0,18,5,female/mare,2,54.0,436.0,-4.0,16,338.9,服部 利之,C,-0.7999999999999972,2013-08-31,72.4,ヒデノシスター
1013,7,dirt,right,average,0.0,16,5,female/mare,5,55.0,446.0,0.0,16,232.9,梅田 康雄,C,-4.5,2013-01-12,73.9,ヒノデポベーダ
3073,3,dirt,left,somewhat heavy,0.0,14,1,female/mare,5,55.0,444.0,-2.0,12,115.8,梅田 康雄,C,0.20000000000000284,2013-01-26,74.4,ヒノデポベーダ
5619,8,dirt,right,average,0.0,13,5,female/mare,5,55.0,436.0,-8.0,11,266.6,梅田 康雄,C,1.7999999999999972,2013-02-10,73.8,ヒノデポベーダ
9806,9,dirt,left,average,0.0,16,6,female/mare,5,52.0,432.0,-4.0,14,116.2,梅田 康雄,C,3.5,2013-03-10,74.7,ヒノデポベーダ
26254,3,dirt,left,average,0.0,16,13,male/stallion,3,56.0,502.0,-2.0,13,220.2,境 直行,B,0.8999999999999915,2013-07-07,73.5,ヒミノコンドル
30038,2,dirt,left,somewhat heavy,0.0,15,7,female/mare,3,54.0,492.0,12.0,7,27.6,勢司 和浩,B,-0.20000000000000284,2013-08-04,73.8,ヒメシャラ
2721,3,dirt,right,heavy,500.0,16,14,female/mare,3,54.0,460.0,-2.0,1,1.8,小野 次郎,B,-0.5,2013-01-14,72.2,ヒュウガミズキ
7508,7,grass,right,average,0.0,16,6,female/mare,3,54.0,460.0,0.0,4,7.9,小野 次郎,B,0.09999999999999432,2013-02-24,70.3,ヒュウガミズキ
9994,12,dirt,right,average,0.0,15,9,male/stallion,4,57.0,446.0,-4.0,1,3.7,加藤 敬二,B,0.3999999999999915,2013-03-10,72.6,ヒラボクダッシュ
23467,2,grass,right,average,460.0,16,7,female/mare,3,54.0,488.0,2.0,9,18.7,土田 稔,B,1.6000000000000085,2013-06-22,69.3,ヒラボクロマンス
32492,9,grass,right,somewhat heavy,0.0,16,3,female/mare,3,52.0,500.0,12.0,4,8.2,土田 稔,B,-3.5999999999999943,2013-08-24,74.6,ヒラボクロマンス
1663,1,dirt,right,heavy,0.0,16,9,female/mare,3,54.0,490.0,6.0,6,19.3,土田 稔,C,2.5,2013-01-19,73.9,ヒラボクロマンス
13530,3,dirt,right,bad,75.0,16,11,female/mare,3,54.0,476.0,0.0,5,14.7,土田 稔,B,1.8000000000000114,2013-04-07,74.6,ヒラボクロマンス
23880,7,dirt,right,heavy,0.0,16,14,female/mare,3,52.0,454.0,2.0,11,151.0,北出 成人,C,-1.5,2013-06-22,72.1,ヒルノケアンズ
31376,12,grass,right,average,99.0,18,3,female/mare,4,55.0,418.0,-14.0,10,73.5,森 秀行,B,0.7000000000000028,2013-08-11,68.0,ヒーラ
21307,9,grass,right,average,99.0,16,2,female/mare,4,55.0,430.0,0.0,16,130.5,森 秀行,C,0.20000000000000284,2013-06-01,69.1,ヒーラ
22858,7,grass,right,average,0.0,16,7,female/mare,4,55.0,432.0,2.0,6,12.4,森 秀行,B,-0.10000000000000853,2013-06-15,70.1,ヒーラ
35825,12,grass,right,heavy,720.0,16,7,female/mare,4,53.0,428.0,6.0,3,8.0,森 秀行,B,0.20000000000000284,2013-09-15,70.2,ヒーラ
3327,10,grass,right,average,0.0,12,3,female/mare,4,54.0,424.0,4.0,9,48.8,森 秀行,B,0.0,2013-01-26,70.2,ヒーラ
33894,9,grass,right,heavy,396.0,18,6,female/mare,4,55.0,422.0,4.0,9,35.7,森 秀行,B,0.09999999999999432,2013-08-31,68.5,ヒーラ
35105,10,dirt,right,heavy,0.0,16,8,male/stallion,6,57.0,522.0,0.0,5,9.3,音無 秀孝,B,0.5,2013-09-08,70.0,ヒーロー
2367,12,dirt,right,heavy,247.5,16,8,male/stallion,6,57.0,530.0,6.0,8,27.5,音無 秀孝,B,-4.0,2013-01-20,71.7,ヒーロー
11209,1,dirt,left,average,0.0,16,12,male/stallion,3,56.0,486.0,22.0,10,74.6,根本 康広,C,0.0,2013-03-23,75.8,ヒーローゴールド
32112,6,dirt,left,average,0.0,15,13,male/stallion,3,53.0,478.0,2.0,8,51.6,根本 康広,C,1.5999999999999943,2013-08-18,73.1,ヒーローゴールド
35120,11,grass,right,average,550.0,13,11,female/mare,4,54.0,444.0,-2.0,11,263.2,武藤 善則,B,0.6000000000000085,2013-09-08,68.2,ビウイッチアス
27181,11,grass,right,somewhat heavy,0.0,16,7,female/mare,4,53.0,446.0,2.0,5,11.8,武藤 善則,B,0.7000000000000028,2013-07-14,71.6,ビウイッチアス
30996,11,grass,right,average,525.0,12,8,female/mare,4,53.0,446.0,0.0,7,32.7,武藤 善則,B,0.5,2013-08-11,70.6,ビウイッチアス
4671,11,grass,left,average,0.0,14,3,female/mare,4,53.0,448.0,6.0,1,3.9,安田 隆行,A,-0.7000000000000028,2013-02-03,70.1,ビキニブロンド
24392,9,grass,right,average,360.0,16,14,female/mare,4,55.5,442.0,-8.0,1,3.0,安田 隆行,B,0.0,2013-06-23,69.6,ビキニブロンド
6184,11,grass,right,average,0.0,14,2,female/mare,4,55.0,446.0,-2.0,2,5.5,安田 隆行,B,4.6000000000000085,2013-02-16,69.8,ビキニブロンド
30838,10,grass,right,average,1440.0,10,7,female/mare,4,55.0,448.0,6.0,1,1.6,安田 隆行,B,-0.29999999999999716,2013-08-10,67.6,ビキニブロンド
33933,11,grass,right,heavy,0.0,18,11,female/mare,4,54.0,452.0,4.0,1,3.9,安田 隆行,B,-0.6000000000000085,2013-08-31,68.3,ビキニブロンド
6584,1,dirt,right,heavy,0.0,16,15,male/stallion,3,56.0,444.0,0.0,16,583.4,鹿戸 明,C,-0.29999999999999716,2013-02-17,76.0,ビコーハエレシス
10195,1,dirt,left,average,0.0,16,8,male/stallion,3,56.0,446.0,2.0,16,281.1,鹿戸 明,D,2.3999999999999915,2013-03-16,76.0,ビコーハエレシス
3234,2,dirt,right,somewhat heavy,0.0,14,8,male/stallion,3,56.0,444.0,0.0,14,604.6,鹿戸 明,C,1.6999999999999886,2013-01-26,76.9,ビコーハエレシス
13706,2,dirt,right,bad,0.0,16,14,male/stallion,3,56.0,444.0,-2.0,16,895.1,鹿戸 明,D,0.29999999999999716,2013-04-07,75.9,ビコーハエレシス
931,2,dirt,right,average,0.0,16,4,male/stallion,3,56.0,444.0,0.0,15,310.8,鹿戸 明,D,0.7999999999999972,2013-01-12,75.2,ビコーハエレシス
8292,3,grass,right,average,0.0,18,8,male/stallion,3,56.0,466.0,0.0,9,41.9,鹿戸 明,C,-0.5,2013-03-02,70.5,ビコーピリラニ
22302,2,dirt,right,average,0.0,16,16,male/stallion,3,56.0,484.0,6.0,11,122.0,鹿戸 明,C,-6.699999999999989,2013-06-09,74.2,ビコーピリラニ
11206,1,dirt,left,average,0.0,16,2,male/stallion,3,56.0,474.0,8.0,8,54.9,鹿戸 明,C,0.9000000000000057,2013-03-23,75.4,ビコーピリラニ
11286,6,dirt,left,average,0.0,14,12,male/stallion,4,57.0,490.0,2.0,9,34.0,鹿戸 明,D,-2.700000000000003,2013-03-23,74.3,ビコーミハイル
14915,11,grass,right,average,0.0,16,8,female/mare,7,52.0,422.0,2.0,15,221.5,木原 一良,D,-1.0,2013-04-14,69.3,ビスカヤ
9833,11,grass,left,average,0.0,18,7,female/mare,7,55.0,420.0,-12.0,16,174.1,木原 一良,B,-0.8999999999999915,2013-03-10,69.6,ビスカヤ
27507,11,grass,right,average,0.0,15,9,female/mare,7,55.0,436.0,2.0,14,204.5,木原 一良,C,3.299999999999997,2013-07-20,69.2,ビスカヤ
10537,1,dirt,right,average,200.0,16,16,male/stallion,3,56.0,498.0,-10.0,3,10.6,勢司 和浩,C,0.29999999999999716,2013-03-17,73.7,ビックファントム
29519,2,dirt,left,somewhat heavy,46.0,15,2,male/stallion,3,56.0,502.0,0.0,5,11.9,勢司 和浩,C,0.4000000000000057,2013-08-03,73.5,ビックファントム
14580,1,dirt,right,average,75.0,12,7,male/stallion,3,56.0,502.0,4.0,1,2.9,勢司 和浩,B,-0.7999999999999972,2013-04-14,74.0,ビックファントム
32618,6,dirt,left,heavy,0.0,15,2,male/stallion,3,56.0,500.0,-2.0,2,3.9,勢司 和浩,C,0.0,2013-08-24,73.9,ビックファントム
2724,3,dirt,right,heavy,75.0,16,15,male/stallion,3,56.0,508.0,-6.0,5,14.2,勢司 和浩,C,1.0,2013-01-14,73.0,ビックファントム
1864,2,dirt,left,average,0.0,16,16,male/stallion,6,57.0,504.0,6.0,12,99.3,畠山 吉宏,C,0.0,2013-01-19,73.0,ビッグサンダー
19265,9,dirt,left,average,67.0,15,15,male/stallion,6,55.0,504.0,0.0,15,81.5,畠山 吉宏,C,-1.1000000000000085,2013-05-18,73.0,ビッグサンダー
25210,10,grass,right,average,144.0,12,1,male/stallion,5,57.0,466.0,-10.0,4,8.8,大根田 裕之,B,0.3999999999999915,2013-06-30,69.1,ビットスターダム
11857,9,grass,left,average,0.0,18,3,male/stallion,5,56.0,468.0,0.0,6,15.3,大根田 裕之,B,-1.2000000000000028,2013-03-24,69.3,ビットスターダム
7911,12,grass,right,average,512.0,18,17,male/stallion,5,55.0,468.0,-2.0,10,29.5,大根田 裕之,B,-1.0999999999999943,2013-02-24,67.9,ビットスターダム
12418,12,grass,right,average,0.0,14,2,male/stallion,5,57.0,468.0,0.0,6,13.4,大根田 裕之,B,1.7000000000000028,2013-03-30,69.1,ビットスターダム
20568,9,grass,right,average,0.0,16,5,male/stallion,5,57.0,476.0,8.0,7,24.0,大根田 裕之,B,-3.0999999999999943,2013-05-25,69.0,ビットスターダム
32981,7,grass,right,somewhat heavy,720.0,16,4,male/stallion,3,54.0,496.0,6.0,6,15.6,清水 久詞,C,3.1999999999999886,2013-08-25,72.9,ビップイシマツ
31502,10,grass,right,average,0.0,13,8,male/stallion,3,54.0,490.0,0.0,5,9.5,清水 久詞,B,-2.799999999999997,2013-08-17,72.4,ビップイシマツ
5541,2,dirt,right,average,0.0,16,6,male/stallion,3,56.0,482.0,0.0,10,138.7,清水 久詞,D,0.7999999999999972,2013-02-10,75.0,ビップイシマツ
20446,1,dirt,right,average,0.0,16,13,male/stallion,3,54.0,484.0,2.0,15,270.5,清水 久詞,B,-0.29999999999999716,2013-05-25,74.2,ビップイシマツ
31836,10,grass,right,average,0.0,18,5,male/stallion,5,57.0,472.0,-6.0,11,57.5,清水 久詞,B,-0.4000000000000057,2013-08-17,68.3,ビップセレブアイ
22863,7,grass,right,average,0.0,16,4,male/stallion,5,57.0,480.0,12.0,10,29.8,清水 久詞,B,1.4000000000000057,2013-06-15,70.7,ビップセレブアイ
29800,8,grass,right,average,0.0,18,8,male/stallion,5,57.0,478.0,-2.0,10,37.8,清水 久詞,B,0.7000000000000028,2013-08-03,68.3,ビップセレブアイ
16703,1,dirt,right,average,0.0,16,14,female/mare,3,54.0,442.0,-2.0,9,37.9,作田 誠二,D,0.8999999999999915,2013-04-28,77.6,ビナクイーン
32682,10,dirt,left,heavy,0.0,15,8,female/mare,4,55.0,484.0,6.0,4,8.2,作田 誠二,C,-0.4000000000000057,2013-08-24,70.7,ビナスイート
